6.98742, 0.5
0.739767, inf
0.390663, 0.333333
11.8798, inf
0.774202, 0.333333
0.400297, 1
39.4159, 0.25
0.811936, 1
0.410348, 0.25
0.274637, 0.5
0.853521, 0.2
0.420943, 0.5
0.279414, 0.2
0.899486, 0.333333
0.432053, inf
0.284382, 0.333333
0.950563, 1
0.443761, 0.25
0.289519, 1
1.00743, 0.25
0.456092, 0.5
0.294832, 0.2
1.07164, 0.5
0.469046, 0.2
0.300322, 0.333333
1.14442, inf
0.482783, 0.333333
0.305983, inf
1.22761, 0.25
0.497287, 1
0.311884, 0.25
1.32362, 0.5
0.512685, 0.2
0.318003, 0.5
1.43525, 0.2
0.529028, 0.333333
0.324354, inf
1.5676, 0.333333
0.546347, inf
0.330935, 0.25
1.72645, 1
0.564828, 0.25
0.337749, 1
1.92066, 0.2
0.584595, 0.5
0.344874, 0.2
2.16272, 0.5
0.605748, inf
0.352288, 0.333333
2.47484, inf
0.628437, 0.25
0.359997, 1
2.89116, 0.25
0.652763, 1
0.368047, 0.2
3.47433, 0.5
0.679018, 0.2
0.376405, 0.5
4.34978, inf
0.707463, 0.333333
0.385176, inf
5.80639, 0.333333
0.738325, 1
0.394345, 0.25
8.73033, 1
0.771925, 0.2
0.403922, 0.5
17.5472, 0.2
0.808556, 0.5
0.413972, inf
0.278263, 0.333333
0.848767, inf
0.424464, 0.333333
0.283078, 1
0.893172, 0.25
0.435527, 1
0.288029, 0.25
0.942365, 0.5
0.447134, 0.2
0.293179, 0.5
0.997167, inf
0.459373, 0.333333
0.298504, inf
1.05835, 0.333333
0.472271, 1
0.304013, 0.25
1.12766, 1
0.485831, 0.25
0.309707, 0.5
1.20649, 0.2
0.500218, 0.5
0.315582, 0.2
1.29697, 0.333333
0.51542, inf
0.321706, 0.333333
1.40186, 1
0.53157, 0.25
0.328059, 1
1.5245, 0.25
0.548725, 0.5
0.334653, 0.2
1.67084, 0.5
0.566923, 0.2
0.34149, 0.333333
1.84782, inf
0.586356, 0.333333
0.348571, inf
2.0662, 0.25
0.607162, 1
0.355977, 0.25
2.34161, 1
0.629448, 0.2
0.363686, 0.5
2.70198, 0.2
0.653379, 0.333333
0.371705, inf
3.19221, 0.333333
0.679071, inf
0.380082, 0.25
3.8979, 1
0.706832, 0.25
0.388784, 1
5.00108, 0.2
0.736951, 0.5
0.397919, 0.2
6.9633, 0.5
0.769676, inf
0.407472, 0.333333
11.4606, inf
0.805363, 0.25
0.417455, 1
32.2353, 0.25
0.844342, 1
0.427935, 0.2
0.286654, 0.5
0.887209, 0.2
0.438884, 0.5
0.291641, inf
0.934648, 0.333333
0.450434, inf
0.29677, 0.333333
0.987327, 1
0.462558, 0.25
0.302106, 1
1.04617, 0.2
0.475349, 0.5
0.307624, 0.2
1.11206, 0.5
0.488838, inf
0.313336, 0.333333
1.18694, inf
0.50303, 0.333333
0.319239, 1
1.27243, 0.25
0.518096, 1
0.325333, 0.25
1.37097, 0.5
0.534026, 0.2
0.331687, 0.5
1.48579, inf
0.550963, 0.333333
0.33828, inf
1.62083, 0.333333
0.56897, 1
0.345113, 0.25
1.78305, 1
0.588089, 0.25
0.352225, 0.5
1.9809, 0.2
0.608522, 0.5
0.359583, 0.2
2.22754, 0.333333
0.63042, inf
0.367278, 0.333333
2.54262, inf
0.653902, 0.25
0.375292, 1
2.96183, 0.25
0.679145, 0.5
0.383631, 0.2
3.54508, 0.5
0.706281, 0.2
0.392346, 0.333333
4.41209, inf
0.735638, 0.333333
0.401404, inf
5.83651, 0.25
0.767534, 1
0.410915, 0.25
8.60181, 1
0.802244, 0.2
0.420866, 0.5
16.3488, 0.2
0.840159, 0.333333
0.43127, inf
161.441, 0.333333
0.881569, inf
0.442197, 0.25
0.295165, 1
0.92737, 0.25
0.45362, 1
0.300327, 0.2
0.978078, 0.5
0.465675, 0.2
0.30564, 0.5
1.03453, inf
0.478337, 0.333333
0.311166, inf
1.09775, 0.25
0.491703, 1
0.316883, 0.25
1.16878, 1
0.505807, 0.2
0.322802, 0.5
1.24977, 0.2
0.520658, 0.5
0.328922, inf
1.34261, 0.333333
0.536433, inf
0.335242, 0.333333
1.45011, 1
0.553125, 0.25
0.341832, 1
1.57604, 0.2
0.570886, 0.5
0.348672, 0.2
1.72509, 0.5
0.589784, inf
0.355763, 0.333333
1.90548, inf
0.60987, 0.333333
0.363147, 1
2.12748, 0.25
0.631355, 1
0.370789, 0.25
2.40738, 0.5
0.654404, 0.2
0.378783, 0.5
2.77013, 0.2
0.679146, 0.333333
0.387112, inf
3.26197, 0.333333
0.705775, 1
0.395781, 0.25
3.96439, 1
0.73444, 0.25
0.404845, 0.5
5.04948, 0.2
0.765491, 0.5
0.414272, 0.2
6.94703, 0.333333
0.799275, inf
0.424172, 0.333333
11.1017, inf
0.836101, 0.25
0.434536, 1
27.625, 0.25
0.876396, 0.5
0.445375, 0.2
0.298616, 0.5
0.920495, 0.2
0.456766, 0.333333
0.303797, inf
0.969368, 0.333333
0.468682, inf
0.30914, 0.25
1.0236, 1
0.481262, 0.25
0.314641, 1
1.08414, 0.2
0.494483, 0.5
0.320363, 0.2
1.15213, 0.333333
0.508448, inf
0.326285, 0.333333
1.22878, inf
0.523194, 0.25
0.332417, 1
1.31649, 0.25
0.538732, 1
0.338759, 0.2
1.41746, 0.5
0.555247, 0.2
0.345311, 0.5
1.53495, inf
0.572737, 0.333333
0.352144, inf
1.67337, 0.25
0.59136, 1
0.359239, 0.25
1.83832, 1
0.611194, 0.2
0.366596, 0.5
2.03957, 0.2
0.632295, 0.5
0.374259, inf
2.28973, 0.333333
0.654886, inf
0.382194, 0.333333
2.6091, 1
0.679147, 0.25
0.390498, 1
3.02976, 0.25
0.705219, 0.5
0.399152, 0.2
3.61257, 0.5
0.733314, inf
0.408162, 0.333333
4.47085, inf
0.763599, 0.333333
0.417588, 1
5.86035, 0.25
0.796447, 1
0.427395, 0.25
8.49529, 0.5
0.832242, 0.2
0.437699, 0.5
15.3845, 0.2
0.871324, 0.333333
0.448489, inf
81.418, 0.333333
0.914167, 1
0.459781, 0.25
0.307196, 1
0.961152, 0.25
0.471653, 0.5
0.312555, 0.2
1.01333, 0.5
0.484081, 0.2
0.318083, 0.333333
1.07138, inf
0.497207, 0.333333
0.323777, inf
1.13635, 0.25
0.51101, 1
0.3297, 0.25
1.20954, 0.5
0.525599, 0.2
0.335832, 0.5
1.29235, 0.2
0.541013, 0.333333
0.342183, inf
1.38746, 0.333333
0.557269, inf
0.348753, 0.25
1.49746, 1
0.574558, 0.25
0.355544, 1
1.62612, 0.2
0.592882, 0.5
0.362627, 0.2
1.77845, 0.5
0.612409, inf
0.369984, 0.333333
1.96172, inf
0.633224, 0.25
0.377616, 1
2.18708, 0.25
0.655393, 1
0.385568, 0.2
2.4703, 0.5
0.679147, 0.2
0.393805, 0.5
2.83695, inf
0.704685, 0.333333
0.402427, inf
3.32882, 0.333333
0.732162, 1
0.411417, 0.25
4.02753, 1
0.761808, 0.2
0.420781, 0.5
5.09481, 0.2
0.79381, 0.5
0.430579, inf
6.92671, 0.333333
0.828569, inf
0.440781, 0.333333
10.8036, 1
0.866507, 0.25
0.451502, 1
24.4145, 0.25
0.908, 0.5
0.462714, 0.2
0.310533, 0.5
0.953571, inf
0.474496, 0.333333
0.315898, inf
1.00366, 0.333333
0.486869, 1
0.32144, 0.25
1.05941, 1
0.499828, 0.25
0.327158, 0.5
1.12158, 0.2
0.513522, 0.5
0.33305, 0.2
1.19137, 0.333333
0.52793, inf
0.33918, 0.333333
1.27025, 1
0.543169, 0.25
0.345527, 1
1.35981, 0.25
0.559281, 0.5
0.352103, 0.2
1.46311, 0.5
0.576287, 0.2
0.358909, 0.333333
1.58315, inf
0.594386, 0.333333
0.365945, inf
1.72435, 0.25
0.613582, 1
0.373287, 0.25
1.8923, 1
0.634057, 0.2
0.380913, 0.5
2.09673, 0.2
0.655902, 0.333333
0.388828, inf
2.35013, 0.333333
0.679193, inf
0.397077, 0.25
2.67248, 1
0.704173, 0.25
0.405627, 1
3.09636, 0.2
0.731059, 0.5
0.414578, 0.2
3.67703, 0.5
0.760021, inf
0.423914, 0.333333
4.52636, inf
0.791308, 0.25
0.433643, 1
5.88249, 0.25
0.825134, 1
0.443828, 0.2
8.39187, 0.5
0.861925, 0.2
0.454437, 0.5
14.6139, inf
0.902147, 0.333333
0.465592, inf
55.8973, 0.333333
0.946218, 1
0.477262, 0.25
0.31918, 1
0.994717, 0.2
0.489532, 0.5
0.324725, 0.2
1.04814, 0.5
0.502423, inf
0.330455, 0.333333
1.10774, inf
0.515935, 0.333333
0.336368, 1
1.17439, 0.25
0.530219, 1
0.342463, 0.25
1.24943, 0.5
0.545259, 0.2
0.348806, 0.5
1.33453, inf
0.561176, 0.333333
0.355375, inf
1.43154, 0.333333
0.578016, 1
0.362183, 0.25
1.54392, 1
0.595805, 0.25
0.36923, 0.5
1.67518, 0.2
0.61475, 0.5
0.376519, 0.2
1.8305, 0.333333
0.634861, inf
0.384126, 0.333333
2.01659, inf
0.65633, 0.25
0.392031, 1
2.24506, 0.25
0.679258, 0.5
0.400237, 0.2
2.5313, 0.5
0.703729, 0.2
0.408793, 0.333333
2.90039, inf
0.730001, 0.333333
0.417666, inf
3.39437, 0.25
0.758309, 1
0.426956, 0.25
4.08758, 1
0.788841, 0.2
0.436651, 0.5
5.13734, 0.2
0.82187, 0.333333
0.446757, inf
6.90808, 0.333333
0.857632, inf
0.457341, 0.25
10.531, 1
0.896587, 0.25
0.468374, 1
22.0985, 0.2
0.939248, 0.5
0.479976, 0.2
0.322403, 0.5
0.986079, inf
0.492122, 0.333333
0.32795, inf
1.03772, 0.25
0.504898, 1
0.333681, 0.25
1.09474, 1
0.518328, 0.2
0.339603, 0.5
1.15851, 0.2
0.532415, 0.5
0.345717, inf
1.23003, 0.333333
0.547314, inf
0.352021, 0.333333
1.31079, 1
0.563011, 0.25
0.358582, 1
1.40272, 0.2
0.579634, 0.5
0.365379, 0.2
1.50795, 0.5
0.597235, inf
0.372425, 0.333333
1.63042, inf
0.615843, 0.333333
0.37972, 1
1.77426, 0.25
0.635674, 1
0.38727, 0.25
1.94557, 0.5
0.656743, 0.2
0.395151, 0.5
2.15243, 0.2
0.679256, 0.333333
0.403342, inf
2.4088, 0.333333
0.703321, 1
0.411849, 0.25
2.73381, 1
0.729034, 0.25
0.420721, 0.5
3.15928, 0.2
0.756669, 0.5
0.429926, 0.2
3.7403, 0.333333
0.786481, inf
0.439568, 0.333333
4.57888, inf
0.818675, 0.25
0.449633, 1
5.90308, 0.25
0.85355, 0.5
0.46013, 0.2
8.29853, 0.5
0.891371, 0.2
0.471128, 0.333333
13.9481, inf
0.932633, 0.333333
0.482598, inf
43.5223, 0.25
0.977901, 1
0.494665, 0.25
0.331117, 1
1.02769, 0.2
0.507304, 0.5
0.336847, 0.2
1.08271, 0.333333
0.520605, inf
0.342767, 0.333333
1.14361, inf
0.534596, 0.25
0.348888, 1
1.2119, 0.25
0.54928, 1
0.355207, 0.2
1.28871, 0.5
0.56482, 0.2
0.361726, 0.5
1.37575, inf
0.581202, 0.333333
0.368511, inf
1.47519, 0.25
0.598562, 1
0.375542, 0.25
1.58952, 1
0.616957, 0.2
0.382833, 0.5
1.72326, 0.2
0.636422, 0.5
0.390384, inf
1.88124, 0.333333
0.657141, inf
0.398203, 0.333333
2.07073, 1
0.679255, 0.25
0.406365, 1
2.3015, 0.25
0.702863, 0.5
0.414852, 0.2
2.59048, 0.5
0.728124, inf
0.423668, 0.333333
2.96165, inf
0.755147, 0.333333
0.432867, 1
3.45593, 0.25
0.784219, 1
0.442416, 0.25
4.14671, 0.5
0.81562, 0.2
0.45242, 0.5
5.17734, 0.2
0.849576, 0.333333
0.462868, inf
6.89092, 0.333333
0.886412, 1
0.473769, 0.25
10.2907, 1
0.926425, 0.25
0.485195, 0.5
20.2759, 0.2
0.970148, 0.5
0.497118, 0.2
608.833, 0.333333
1.01821, inf
0.509668, 0.333333
0.339956, inf
1.07117, 0.25
0.522818, 1
0.345873, 0.25
1.12984, 0.5
0.536665, 0.2
0.351988, 0.5
1.19493, 0.2
0.551238, 0.333333
0.358311, inf
1.26813, 0.333333
0.566545, inf
0.364842, 0.25
1.35071, 1
0.582751, 0.25
0.371581, 1
1.44462, 0.2
0.599848, 0.5
0.378596, 0.2
1.55235, 0.333333
0.617978, inf
0.385869, 0.333333
1.67679, inf
0.637203, 0.25
0.393412, 1
1.82313, 0.25
0.657564, 1
0.401226, 0.2
1.99711, 0.5
0.679253, 0.2
